227,Kobe University of Commerce,,,Economics,,,year:1992,year:1996,,,,,
228,Uttar Pradesh Technical University,,,INFORMATION TECHNOLOGY,,,,,,,,,
229,,,,,,,,,,,,,
230,Andhra University,,,Electronics and Instrumentation,,,year:2001,year:2005,,,,,
231,Andhra University,Washington University in St. Louis - Olin Business School,Andhra University,Electronics Engineering,Electronics Engineering,,year:2001,year:2001,year:2009,year:2009,year:2001,year:2001,
232,Cary-Grove HS,Brigham Young University,University of Tennessee; Knoxville,Statistics,Statistics,,year:1989,year:1996,year:1996,year:1998,,,
233,University of Washington,University of Maryland University College,University of Washington,Technology Management MBA (TMMBA)(2016 graduation),Computer Studies,Technology Management MBA (TMMBA)(2016 graduation),year:2014,year:2014,year:2003,year:2003,year:2014,year:2014,
234,China University of Geosciences (Beijing),Xi'an International University,China University of Geosciences (Beijing),Computer Science,Information Communication System,,year:1999,year:2003,year:2004,year:2007,,,
235,North Carolina State University,North Carolina State University,North Carolina State University,Wildlife Zoological Medicine/Public Health and Epidemiology,Fisheries; Wildlife; and Conservation Biology,Plant Pathology/BioInformatics,year:2005,year:2005,year:2009,year:2009,year:2003,year:2003,
236,Memorial University of Newfoundland,Data science dojo,,Science,,,year:2008,year:2013,,,,,
237,New Mexico State University,New Mexico State University,,Computer Science,Business Administration,,year:2001,year:2005,year:2007,year:2009,,,
238,Hebei Normal University of Science & Technology,Hebei Normal University of Science & Technology,Maharishi University of Management,Computer Technology,Computer Science,Mathematics and Applied Mathematics,year:2010,year:2013,year:2014,year:2016,year:2001,year:2005,
239,Universitat Jaume I,Universitat Jaume I,Carmelitas,Computer Science,,,year:1993,year:1998,,,,,
240,Washington State University - College of Business and Economics,,,Management Information Systems,,,,,,,,,
241,,,,,,,,,,,,,
242,Southeast Missouri State University - Harrison College of Business,University of Missouri-Saint Louis,,School Mathematics and Computer,Marketing/Marketing Management; General,Management Science & Marketing,year:2000,year:2002,year:1997,,,,
243,University of Pune,,,Computer Science,,,year:1994,year:1998,,,,,
244,Barkatullah Vishwavidyalaya,Indian Institute of Technology; Kanpur,Barkatullah Vishwavidyalaya,Computer Science and Engineering,Computer Science and Engineering,,year:1999,year:2001,year:1995,year:1999,,,
245,University of Rizal System-Rizal State College,University of Rizal,University of Rizal System-Rizal State College,Educational Management,Mathematics Teaching,Mathematical Sciences / Statistics,year:1999,year:2010,year:2002,year:2006,year:2007,year:2010,
246,Stanford University,Stanford University,,Electrical Engineering,Management Science & Engineering,,year:2004,year:2007,year:2006,year:2009,,,
247,,,,,,,,,,,,,
248,Pontifícia Universidade Católica do Rio de Janeiro,Harvard Business School,Coppead UFRJ,Computer Science,Business Administration and Management; General,,year:2015,year:2018,year:2014,year:2015,year:2011,year:2011,
249,Universidade do Minho / University of Minho,VU University Amsterdam,,,,,year:2011,year:2013,year:2014,year:2016,,,
250,Ryerson University,Universidade Federal do Rio de Janeiro,Universidade Federal do Rio de Janeiro,Business Systems,Systems and Computing Engineering,,year:2012,year:2012,year:2005,year:2007,year:2007,year:2009,
251,Saxion Hogeschool Deventer,Saxion Hogeschool Deventer,Eindhoven University of Technology,HEAO Bedrijfskundige Informatica,Scheikundige Technologie,Chemical Engineering,year:1997,year:1999,year:1990,year:1993,year:1986,year:1990,
252,Harvard Business School,Harvard Business School,Florida International University - College of Business,Business,Business of Entertainment; Media; and Sports,New Venture Capital Business and Services in America,year:2015,year:2016,year:2014,year:2014,year:2014,year:2014,
253,University of Pennsylvania,Arizona State University,,Mathematatics,Astrophysics,,year:2010,year:2013,,,,,
254,University of Belgrade,Katholieke Universiteit Leuven,Data Science Dojo,Biomedical and Ecological Engineering,Biomedical Sciences,,year:2010,year:2011,year:2012,year:2016,year:2016,year:2016,
255,ITC Galilei,Boise State University,ITC Galilei,Computer Science,International Business,Accounting and Finance,year:1989,year:1990,year:2009,year:2015,year:1984,year:1989,
256,Chagrin Falls High School,HBX | Harvard Business School Online,Penn State University,Industrial and Manufacturing Engineering,,,year:2015,,year:2010,year:2014,,,
257,Portland State University,Whitman College,University of Washington; Michael G. Foster School of Business,Real Estate,Geology,Finance and Strategy,year:2008,year:2008,year:1997,year:2001,year:2008,year:2010,
258,UBS Investment Bank,Seton Hall University,,Graduate Training Program,Finance and Economics,,year:2010,year:2012,year:2006,year:2010,,,
259,Brigham Young University,Brigham Young University,,Computer Science,Business Management,,month:4;year:1995,month:8;year:2000,month:8;year:2003,month:8;year:2005,,,
260,Freie Universität Berlin,Universität Wien,Universität St. Gallen-Hochschule für Wirtschafts-; Rechts- und Sozialwissenschaften,Economics,Economics,Economics,year:2010,year:2013,year:2012,year:2012,year:2014,year:2015,
261,Northwestern University - Kellogg School of Management,New York University in London,New York University - Leonard N. Stern School of Business,Entrepreneurship/Entrepreneurial Studies,Finance; Economics,,year:2016,month:6;year:2018,year:2010,year:2010,year:2008,year:2012,
262,SMAK 1 BPK PENABUR Jakarta,University of Waterloo,National University of Singapore,Natural Sciences,Mathematics,Applied Mathematics with minor in Management,,,,,,,
263,Data Science Bootcamp,University of California Riverside,University of California Washington DC Program (UCDC),Data Science & Machine Learning,Political Science/International Relations,Public Policy,year:2015,year:2015,year:2006,year:2011,year:2010,year:2011,
264,Humber College,York University,Bitmaker Labs,Theatre Performance,Theatre/Theater,Ruby on Rails; Javascript; Web Development,year:2007,year:2010,year:2011,year:2014,year:2014,year:2014,
265,,,,,,,,,,,,,
266,Lycee Paul Heroult,Université Joseph Fourier (Grenoble I),,,,,year:1996,year:2002,year:2000,year:2003,,,
267,Data Science Dojo,University of Toronto,,Computer Science and Physics,,,year:1998,year:2004,,,,,
268,Columbia University Teachers College,Udacity,Cornell University - S.C. Johnson Graduate School of Management,Computing in Education,Computer Programming,Entrepreneurship,year:2012,year:2015,year:2015,year:2016,year:2009,year:2011,
269,University of Minnesota-Twin Cities,University of Wisconsin-Green Bay,Metropolitan State University,Humanities,Biology and Pre-med,Business Philosophy and Ethics,year:1990,year:1995,year:1987,year:1989,year:1997,year:1998,
270,St. Cloud State University,George Washington University,The Johns Hopkins University,Economics / International Relations,Survey Design and Data Analysis,Applied Economics,year:2003,year:2008,year:2011,year:2011,year:2012,year:2014,
271,Georgia State University - J. Mack Robinson College of Business,Florida State University,,Mathematical Risk Management,Economics,,year:2010,year:2011,year:2005,year:2009,,,
272,University of Tübingen,,,Marketing,,,year:2001,,,,,,
273,Hazen Hight School,Washington State University,Hazen Hight School,College Prep,Computer Engineering; minors in Math and Physics,College Prep,year:1985,year:1985,year:1996,year:1996,year:1985,year:1985,
274,HTS Amsterdam,CIBIT,Vrije Universiteit Amsterdam,Technical Computer Science,Cooperative Computing,Informatica,year:1988,year:1991,year:1996,year:1998,year:1991,year:1994,
275,UCLA,UCSD,UCLA,Mathematics,Mathematics,Mathematics,year:2001,year:2003,year:2004,year:2011,year:1999,year:2003,
276,,,,,,,,,,,,,
277,Wuhan University,Wuhan University,Brigham Young University,Physics or Space Physics,Digital Image Processing,Computer Science,year:1979,year:1979,year:1983,year:1983,year:1989,year:1989,
278,,,,,,,,,,,,,
279,Universidad Nacional de Misiones,Data Science Dojo,Universidad Nacional de Misiones,Data Science,Data Mining,,year:2016,year:2016,year:2015,year:2015,year:2016,year:2016,
280,Manchester Business School,Sri Bhagawan Mahaveer Jain College,Visvesvaraya Technological University,Information Science,,,year:2012,year:2015,year:2001,year:2003,year:2003,year:2007,
281,University of Kentucky,University of Kentucky,,Computer Science,Computer Science,,year:1994,year:1994,year:1994,year:1994,,,
282,Portland State University,University of Puget Sound,Oregon State University,General Studies; Computer Science; Writing,Environmental Science; Geosciences,,year:1997,year:2001,year:1991,year:1992,year:1992,year:1997,
283,The University of Texas at Austin,datascience,The University of Texas at El Paso,Economics,Mathematics with Actuarial Sciences Concentration,,year:2000,year:2004,year:1996,year:1999,,,
284,Cairo University,Arab Academy for Science; Technology and Maritime Transport,Arab Academy for Science; Technology and Maritime Transport,Information Systems Data Mining,Computer Engineering,Information Systems,year:2012,year:2016,year:1998,year:2003,year:2007,year:2009,
285,Computerman College,,,IT,,,year:1999,year:2003,,,,,
286,Sharif University of Technology,Petroleum University of Technology,University of Southern California,Petroleum Engineering,Petroleum Engineering,Petroleum Engineering,year:2005,year:2007,year:2001,year:2005,year:2009,year:2013,
287,Ibmec Business School,Pontifícia Universidade Católica do Rio de Janeiro,Centro Universitário Ritter dos Reis - UniRitter,Business Administration; Management and Operations,Design; Data Visualization; Visual Rhetoric; Digital Journalism; New Media,Design; IHC,year:2013,year:2014,year:2010,year:2012,year:2003,year:2007,
288,,,,,,,,,,,,,
289,HTX Ringsted,Københavns Universitet / University of Copenhagen,Københavns Universitet / University of Copenhagen,Physics (Particle Physics),Physics,,year:2005,year:2011,year:2005,year:2008,,,
290,International Management Institute; Belgium,University of Tehran,,MBA,Industrial Engineering,,year:2004,year:2006,year:1999,year:2002,,,
291,San Jose State University,College of San Mateo,,Computer Science,Computer Science,,year:2003,year:2007,,,,,
292,International Islamic University,International Islamic University,St. Anthony's High School,Software Engineering,Science,,year:1998,year:2001,year:1984,year:1995,,,
293,Karachi University,,,,,,year:1994,year:1996,,,,,
294,Punjab College of Information Technology,National University of Sciences and Technology (NUST),COMSATS Institute of Information and Technology,Pre Engineering,Computer Engineering,Computer Engineering,year:2005,year:2007,year:2012,year:2016,year:2007,year:2011,
295,University of the Philippines,,,Statistics,,,year:2002,year:2006,,,,,
296,University of Washington,,,Economics,,,year:2010,,,,,,
297,University of Toronto,University of Toronto - Trinity College,University of California; Los Angeles,Geology,Geology,Earth Science,year:2001,year:2010,year:1994,year:1998,year:1998,year:2001,
298,University of Utah,University of Utah,The London School of Economics and Political Science (LSE),Economics,Econometrics,Summer Methods Programme 2015; Introduction to Data Science and Big Data Analytics,year:2015,year:2015,year:2015,year:2015,,,
299,Bharathidasan University,Bharathidasan University,,Computer Science,,,year:1996,year:1999,,,,,
300,Brown University,,,Computer Science,,,year:2016,,,,,,
301,Arizona State University,Amrita School of Engineering,,Industrial Engineering,Mechanical,,year:2013,year:2015,year:2007,year:2011,,,
302,,,,,,,,,,,,,
303,Technion - Israel Institute of Technology,Microsoft Professional Program,Technion - Israel Institute of Technology,Data Science,,,year:1994,year:1998,year:2016,year:2017,year:2003,year:2005,
304,Massachusetts Institute of Technology,Harvard Business School,Harvard Business School,,,,year:2013,year:2013,year:2013,year:2013,year:2015,year:2015,
305,Nanyang Technological University,National University of Singapore,Carnegie Mellon University - Tepper School of Business,Financial Engineering,Software Engineering,,year:2009,year:2011,year:2006,year:2008,year:2011,year:2011,
306,,,,,,,,,,,,,
307,Rutgers; The State University of New Jersey-New Brunswick,Oregon State University,Oregon State University,physics,Mathematics,physics,year:1992,year:1997,year:1988,year:1992,year:1988,year:1992,
308,Göteborgs universitet / University of Gothenburg,Vrije Universiteit Amsterdam,Göteborgs universitet / University of Gothenburg,Computational and Applied Mathematics,Applied Mathematics,Applied Mathematics,year:2012,year:2013,year:2013,year:2014,year:2009,year:2012,
309,Bharati Vidyapeeth,,,Computer Science,,,,,,,,,
310,Birla Institute of Technology and Science,Datasciencedojo,LSU Shreveport,Software Engneering,Entrepreneurship,,year:2016,year:2018,,,,,
311,Stanford University,Stanford University,Stanford University,Management Science and Engineering,Management Science and Engineering,Philosophy and Literature,year:2010,year:2015,year:2008,year:2010,year:2004,year:2008,
312,Madurai Kamaraj University,Madurai Kamaraj University,National Institute of Information Technology(NIIT),English Language and Literature; General,Computer Science,Management Information Systems; General,year:1997,year:1999,year:1994,year:1998,year:1999,year:2000,
313,University of Ibadan,University of Westminster,,Communication and Media Studies,Information Systems Management,,year:1988,year:1992,year:1998,year:2000,,,
314,Chosun University,????? / Chosun University,????? / Chosun University,Computer Engineering,Computer Engineering,Electrical and Electronics Engineering,year:2009,year:2013,year:2007,year:2009,year:1995,year:2001,
315,,,,,,,,,,,,,
316,Universitat de les Illes Balears,Universidad de la República,Universidad de Montevideo,Physics,Physics,Industrial Engineer,year:2011,year:2015,year:2007,year:2011,year:2004,year:2009,
317,University of Texas; El Paso,R. V. College of Engineering; Bangalore,Northwestern University - Kellogg School of Management,Engineering,Engineering,General Management,year:2010,year:2011,,,,,
318,,,,,,,,,,,,,
319,University of Michigan,University of Michigan - Stephen M. Ross School of Business,,Economics and Psychology,Business Administration,,year:1991,year:1993,,,,,
320,London Business School,Sheffield Hallam University,London Business School,Managing Change,Managing Change,,year:1989,year:1989,year:1994,year:1994,year:1989,year:1989,
321,Yale University,Stuart Country Day School,,History; Literature,,,year:1991,year:1995,year:1987,year:1991,,,
322,University of South Florida,,,Economics,,,year:2012,year:2013,,,,,
323,Katholieke Universiteit Leuven,,,Sciences,,,year:1995,year:2004,,,,,
324,University of Toronto,Centre for Addiction and Mental Health,,Criminology,Social Sciences,,year:1993,year:2002,year:2002,year:2003,,,
325,Agile Coaching Institute,Coursera,Coursera,Coaching applied to an Agile context,Data Science Specialization,,year:2016,year:2017,year:2014,year:2016,,,
326,University of Amsterdam,University of Groningen,Kansas State University,Actuarial Science,Econometrics,Mathematical Statistics and Probability,year:2002,year:2005,year:1985,year:1992,year:1989,year:1990,
327,University of the West of Scotland,Jagiellonian University,Jagiellonian University,Computer Science,Computer Science; specialty: Modeling; Cognition and Control (mc2),Computer Science; specialty: Software Engineering,year:2011,year:2012,year:2011,year:2013,year:2008,year:2011,
328,,,,,,,,,,,,,
329,PSG CAS,PSG College of Technology,PSG CAS,Electronics,Computer Applications,Electronics,year:1992,year:1992,year:1995,year:1995,year:1992,year:1992,
330,Ramrao Adik Institite of Technology,University of Houston-Clear Lake,,engineering,Management Information Systems,,year:2007,year:2011,year:2013,year:2015,,,
331,Nagpur University,TAPMI,University of Cincinnati,Electronics,Business Administration and Management; General,Business Analytics,year:2002,year:2006,year:2007,year:2009,year:2013,year:2014,
332,Indian Institute of Technology; Bombay,,,Optimizations in Engineering Design/Management/Indian Economy/...,,,,,,,,,
333,University of Mumbai,,,Electronics,,,year:1996,year:2000,,,,,
334,University of Calicut,Coimbatore Institute of Technology,University of Calicut,Physics,Computer Science,Physics,year:1994,year:1994,year:1998,year:1998,year:1994,year:1994,
335,,,,,,,,,,,,,
336,University of Oxford,The London School of Economics and Political Science (LSE),,Economics,Economics,,year:2007,,year:2003,,,,
337,Kendriya Vidyalaya,Delhi University,Kendriya Vidyalaya,Computer Science,Computer Science,,year:1996,year:1996,year:1996,year:1996,,,
338,Whitman College,,,Economics,,,year:1999,year:2003,,,,,
339,Pontifícia Universidade Católica do Rio de Janeiro,Pontifícia Universidade Católica do Rio de Janeiro,Ibmec Business School / IBMEC,Semantic publishing on the Web,Computer Science,Business Management,year:2009,year:2012,year:2016,year:2019,year:2012,year:2013,
340,Maharaja Sayajirao University,University of Pune,Fergusson College,Physics,Electronic Science,Electronics,year:1997,year:2000,year:2000,year:2002,year:2000,year:2002,
341,B. M. S. College of Engineering,Wayne State University,Jindal Public School,Mechanical Engineering,Industrial Engineering,,year:1994,year:1998,year:1988,year:1990,,,
342,Karnatak University,,,Electronics and Communication Engineering,,,year:1991,year:1995,,,,,
343,New York Institute of Technology-Old Westbury,BVB,BVB,Computer Science,,,,,,,,,
344,Bharathiar University,Northern Illinois University,,Computer Science,Computer Science,,year:1990,year:1994,year:1995,year:1997,,,
345,Hogeschool Zeeland,Fontys Hogescholen,Edinburgh Napier University,Marketing,Secondary Education and Teaching,Business Management & Entrepreneurship,year:2008,year:2011,year:2011,year:2012,year:2012,year:2013,
346,National University of Computer and Emerging Sciences,SZabist,,computer science,Computer Science,,year:1999,year:2002,year:2002,year:2003,,,
347,Virginia Commonwealth University,George Mason University,Virginia Commonwealth University,Information Systems,Information Technology,Information Systems,year:1997,year:1999,year:2000,year:2004,year:1979,year:1983,
348,Fundação Getulio Vargas,,,,,,year:2008,year:2014,,,,,
349,SKVT,Jawaharlal Nehru Technological University,,Electrical and Electronics Engineering,,,year:1997,year:2001,,,,,
350,Williams College,,,Economics,,,,,,,,,
351,Iowa State University,University of Minnesota-Twin Cities,,Computer Engineering,Electrical Engineering,,year:2000,year:2004,year:1999,year:2000,,,
352,New York University,California College of the Arts,Monterey Institute of International Studies,French Language and Literature,Adobe Creative Cloud Digital Tools,Development Project Management and Innovation for Development (May-June 2014),year:2009,year:2010,year:2016,year:2016,year:2014,year:2014,
353,University of Technology; Sydney,,,,,,year:2008,year:2010,,,,,
354,,,,,,,,,,,,,
355,San Jose State University,,,,,,year:1995,year:1998,,,,,
356,National Outdoor Leadership School,Ludwig-Maximilians Universität München / LMU Munich,Bowdoin College,Teton Valley Branch,,,,,,,,,
357,Universidad Metropolitana (VE),Northwestern University - Kellogg School of Management,Universidad Metropolitana (VE),Systems Engineering,Systems Engineering,,year:1988,year:1988,year:2002,year:2002,year:1988,year:1988,
358,Mapua Institute of Technology,,,Electrical; Electronics and Communications Engineering,,,year:1990,year:1996,,,,,
359,University of Alberta,Dalian University of Technology,University of Alberta,Bio-statistics,Mechanical Engineering,Biostatistics,year:2012,year:2016,year:1996,year:2000,year:2012,year:2016,
360,The Johns Hopkins University,The Johns Hopkins University,The Johns Hopkins University,Environmental Engineering,Engineering Mechanics,Mechanical Engineering,year:1996,year:2002,year:1987,year:1991,year:1993,year:1996,
361,Universitas Sumatera Utara (USU),Data Science Dojo,Universitas Sumatera Utara (USU),Data Science & Data Engineering,Chemical Engineering,,year:2016,year:2016,year:2001,year:2005,,,
362,Estonian Academy of Security Sciences,University of Tartu,,Taxation and Customs,Business Adminstration (Financial Management),,year:2006,year:2010,year:2011,year:2013,,,
363,University of Warwick,,,Maths; Operational Research; Statistics and Economics,,,year:1990,year:1993,,,,,
364,Alliance Française,Universidad de Alcalá,--,Especializacion en consultoría e-TIC,,,year:2012,year:2013,year:2006,year:2007,,,
365,Vaikunth Mehta National Institute of Cooperative Management,Basil School,University of Pune,Marketing,Computer Science,Marketing,year:1996,year:1996,year:1990,year:1990,year:1993,year:1993,
366,????????????? ??????????????? ??????????? (???),,,,,,year:1990,year:1997,,,,,
367,Spanish River,Georgia Institute of Technology,,Chemical Engineering,,,year:2010,,,,,,
368,Seattle Pacific University - School of Business and Economics,Arizona State University - W. P. Carey School of Business,Seattle Pacific University,Information Systems,Computer Science,Information Systems Management,year:2000,year:2004,year:1986,year:1993,year:1993,year:1997,
369,California State University-East Bay,California State University-East Bay,Stanford University,Computer Science,Business Administration & Marketing,Marketing,year:1998,year:2003,year:2003,year:2006,year:1999,year:2001,
370,Université de Poitiers,Université de Poitiers,Ecole nationale supérieure de Mécanique et d'Aérotechnique,Material Physics,Material Physics,Chemical Physics,year:2003,year:2004,year:2001,year:2004,year:2004,year:2007,
371,University of Washington,College of Engineering; Guindy,,Electronics and Communication Engineering,,,year:2015,year:2016,year:2000,year:2004,,,
372,Maulana Azad National Institute of Technology,Maulana Azad National Institute of Technology,,Electrical Engineering,Electrical Engineering,,,,,,,,
373,comsats institute of information technology,Worcester Polytechnic Institute,,Computer Science,Computer Science,,year:1999,year:2003,year:2007,year:2009,,,
374,National Institute of Information Technology,Osmania University,National Institute of Information Technology,Computer Science,Computer,Data Modeling/Warehousing and Data Visualization,year:1999,year:2002,year:2000,year:2003,year:2014,year:2015,
375,Vivekanand Education Society's Institute Of Technology,University of Mumbai,Vivekanand Education Society's Institute Of Technology,Electronics Engineering,Electronics Engineering,,year:1995,year:1998,year:1992,year:1995,,,
376,North Orissa University,North Orissa University,North Orissa University,Mechanical Engineering,Mechanical Engineering,,year:1997,year:1997,year:1997,year:1997,,,
377,Universiteit Utrecht,Universiteit Utrecht,,English: Education and Communciation,Engelse taal- en letterkunde,,year:2011,year:2014,year:2007,year:2010,,,
378,Jawaharlal Nehru Technological University,,,,,,,,,,,,
379,Utkal University,Indian Institute of Technology; Kanpur,Utkal University,Engineering,MME,Engineering,year:1995,year:1995,year:1999,year:1999,year:1995,year:1995,
380,Osmania University,,,Computer Science,,,year:1994,year:1997,,,,,
381,PSG College of Technology,YWCA,,Electrical and Electronics,,,year:1997,year:2002,,,,,
382,Canara,Manipal Institute of Technology,,Electronics and Communications Engineering,,,year:1998,year:2002,,,,,
383,Indian Institute of Technology; Bombay,,,,,,year:2001,year:2005,,,,,
384,University of Phoenix,State University of New York College at Brockport,,eBusiness,Psychology,,year:2002,year:2004,year:1991,year:1996,,,
385,,,,,,,,,,,,,
386,University of New Brunswick,University of Toronto,University of Toronto,Mechanical Engineering,Geophysics and Seismology,Mechanical and Aerospace Engineering,year:2003,year:2008,year:2011,year:2014,year:2008,year:2010,
387,City University of Seattle,The George Washington University,University of Washington,Computer Science,Engineering Management,Computer Science,year:2019,,,,,,
388,,,,,,,,,,,,,
389,TMI,Loughborough University,Oxford Tutorial College,Automotive Engineering,Maths; Physics and Computing,,year:2006,year:2011,year:2005,year:2006,,,
390,Richard Gilder Graduate School at the American Museum of Natural History,University of North Carolina at Chapel Hill,Richard Gilder Graduate School at the American Museum of Natural History,Geological and Earth Sciences/Geosciences,Comparative Biology,,year:2005,year:2008,year:2008,year:2012,,,
391,Greenwich University,Greenwich University,,,,,year:2000,year:2004,,,,,
392,University of Washington,,,Computer Science,,,,,,,,,
393,Columbia Business School,Texas A&M University,,Computer Science,,,,,,,,,
394,Lycee Labourdonnais,University of Waterloo,,Business/Commerce; General,Environment and Business,,year:1999,year:2011,year:2011,year:2016,,,
395,,,,,,,,,,,,,
396,Cluny Convent,Bangalore University,Northwestern University,Computer Science,Analytics,,year:1989,year:1993,year:2015,year:2017,,,
397,,,,,,,,,,,,,
398,Villanova University,,,Finance; Mathematics; Accounting,,,year:2008,year:2012,,,,,
399,University of Toronto,The University of Glasgow,,Electrical & Computer Engineering,Electronics & Electrical Engineering,,year:2013,year:2016,year:2010,year:2013,,,
400,North Carolina State University,Anna University,North Carolina State University,Computer Science,Computer Science,Computer Science,year:2009,year:2009,year:2004,year:2004,year:2009,year:2009,
401,University of Madras,University of Madras,,Computer Science and Mathematics,Computer Science and Mathematics,,year:2000,year:2000,year:2000,year:2000,,,
402,University College Cork,Intermediate School Killorglin,Trinity College; Dublin,BSc. Mathematical Sciences,MSc. High Performance Computing,,year:2009,year:2013,year:2005,year:2009,year:2014,year:2015,
403,The Army - Danish Life Regiment,Copenhagen Business School,University of Bath,Motorized Infantry,International Marketing and Management,International Marketing and Management,year:1987,year:1989,year:1990,year:1995,year:1994,year:1995,
404,Kalinga Institute of Industrial Technology,University of Washington,,Information Technology,Computer Science,,year:2003,year:2007,year:2013,year:2016,,,
405,Acharya Nagarjuna University,Gowtham Public School,,Computer Science,Mathematics and Computer Science,,year:2005,year:2009,year:2003,year:2005,,,
406,Dev Bootcamp,The George Washington University,,Web Development,Political Communication; Journalism.,,year:2013,year:2013,year:2005,year:2008,,,
407,Anna University,,,Information Technology,,,year:2001,year:2005,,,,,
408,University of Minnesota-Duluth,North Dakota State University,,Marketing Analytics and Mathematics,,,year:2010,year:2013,year:2009,year:2010,,,
409,Virginia Wesleyan College,Regent University,,Social Sciences; Emphasis in Business,,,year:1990,year:1994,year:2008,year:2010,,,
410,ITT Technical Institute,,,Electrical; Electronics and Communications Engineering,,,year:1983,year:1984,,,,,
411,Sri Jayachamarajendra College of Engineering,,,Electrical and Electronics Engineering,,,year:1997,year:2001,,,,,
412,University of Pennsylvania - The Wharton School,Data Science Dojo,Stanford University,Data Science Bootcamp,,,year:2016,,year:2016,,year:2012,,
413,Bangalore University,Bangalore University,Bangalore University,Computer Science,Computer Science,,year:1994,year:1994,year:1994,year:1994,year:1994,year:1994,
414,Georgia Institute of Technology,Data Science Specialization,Game and Simulation Programming,Computer Science,John Hopkins via Coursera,Computer Science,year:2016,year:2016,year:2014,year:2014,year:2008,year:2008,
415,Global Knowledge,Data Science Dojo,Ryerson University,Cloudera Developer Training for Apache Hadoop,Data Science,Information Technology Management,year:2015,year:2015,year:2015,year:2015,year:2001,year:2005,
416,Indian Institute of Management; Calcutta,The University of Western Australia,University of California; San Diego (on Coursera),Management Information Systems; General,Computer Science (Machine Learning with Big Data),big data,year:2002,year:2004,year:2015,year:2020,year:2015,year:2016,
417,National Institute of Technology Durgapur,National Institute of Technology Durgapur,Data Science Bootcamp,Computer Science,Computer Science and Engineering,,year:1995,year:1999,year:1995,year:1999,,,
418,Phillips University,Kansas State University,,Mathematics,Mathematics,,year:1977,year:1981,year:1981,year:1983,,,
419,,,,,,,,,,,,,
420,Chulalongkorn University,British Columbia Institute of Technology / BCIT,Greystone College (Vancouver),Survey Engineering,Business Information System Management,International Business Management,year:2004,year:2008,year:2012,year:2014,year:2010,year:2010,
421,Syracuse University,Georgia Institute of Technology,,Chemical Engineering,Industrial Engineering,,year:1992,year:1994,year:1994,year:1998,,,
422,University of Wales,Ngee Ann Polytechnic,Free Code Camp,Computer Science,General IT; Multimedia; Computer Graphics,Computer Software Engineering,year:2002,year:2004,year:1995,year:1998,year:2016,year:2017,
423,Rutgers; The State University of New Jersey-New Brunswick,Rutgers; The State University of New Jersey-New Brunswick,,Computer Science,Mechanical and Aerospace Engineering,,year:1995,year:1996,year:1990,year:1995,,,
424,Coursera,The University of Wolverhampton,The University of Manchester,Computer Science (Artificial Intelligence & Expert Systems),Artificial Intelligence; Artificial Life; Cognitive Psychology; Human-Computer Interaction,,year:1995,year:1999,year:1999,year:2002,,,
425,ZHAW School of Engineering,DataScienceDojo,,Ingenieurwissenschaften - Wirtschaftsmathematik,,,year:2012,year:2016,,,,,
426,University of Kerala,The Ohio State University,,Chemical Engineering,Chemical Engineering,,year:1993,year:1997,year:1999,year:2005,,,
427,Sungkyunkwan University,The Tuck School of Business at Dartmouth,Harvard University Kennedy School of Government,MBA,MBA,,year:2010,year:2010,year:2008,year:2010,year:2006,year:2008,
428,University of Virginia,ESADE Business School,Università Commerciale 'Luigi Bocconi',Organizational Leadership,International Management,Master in International Management,year:2011,year:2011,year:2010,year:2010,year:2011,year:2011,
429,Data Science Dojo,Lausanne Collegiate School,Northwestern University,Mathematical Methods in the Social Sciences; Economics;,,,year:2016,year:2016,year:2009,year:2011,year:2011,year:2015,
430,,,,,,,,,,,,,
431,The Norwegian School of Information Technology,Skjeberg Folkehøyskole,,E-Business,Guitar; drums and live / studio soundengineer,,year:2009,year:2012,year:2003,year:2004,,,
432,Georgetown University,The London School of Economics and Political Science (LSE),??????,International Politics,,,year:2012,year:2016,year:2013,,year:2014,year:2014,
433,Sheridan College,University of Wyoming,Montana State University-Bozeman,Business,theatre,Media and Theatre Arts,year:1998,year:1999,year:1993,year:1997,year:1999,year:2001,
434,Illinois State University,Argenta Oreana HS,Bradley University,Business Information Systems,Electrical Engineering,,year:2005,year:2007,year:1993,year:1997,year:2001,year:2003,
435,,,,,,,,,,,,,
436,,,,,,,,,,,,,
437,Rajiv Gandhi Prodyogiki Vishwavidyalaya,University of Arizona - Eller College of Management,Rajiv Gandhi Prodyogiki Vishwavidyalaya,Electrical Engineering,Management Information System,Electrical Engineering,year:2004,year:2004,year:2011,year:2011,year:2004,year:2004,
438,ENPC MBA Paris - ENPC School of International Management,Aristoteleion Panepistimion Thessalonikis,Erasmus School of Economics,Negotiations,Mechanical Engineering,Econometrics and Management Science,year:2008,year:2008,year:2004,year:2009,year:2010,year:2011,
439,The University of Texas at Austin,The University of Texas at Austin,Tulane University,Chemical Engineering,Chemical Engineering,Chemical Engineering,year:1997,year:2002,year:1995,year:1997,year:1993,year:1994,
440,,,,,,,,,,,,,
441,,,,,,,,,,,,,
442,University of California; Los Angeles,Stanford University EPGY,,Computational and Systems Biology,,,year:2014,year:2018,year:2010,year:2012,year:2010,year:2014,
443,National Institute of Technology; Jalandhar,North Carolina State University,,Electronics and Instrumentation Engineering,Computer Networking,,year:2002,year:2006,year:2006,year:2008,,,
