s,,,,,,,,,,,,,,,,,,,
217,Cross-cultural Psychology,Knowledge Translation,Strategic Research,Proposal Writing,Research Consulting,Strategic Communications,Social Psychology,Project Management,Quantitave Psychology,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,
221,XML,C++,C#,Java,Object Oriented Design,JavaScript,Software Development,SQL,VB.NET,,,,,,,,,,
222,Derivatives,Microsoft Office,Java,VBA,Investment Banking,Capital Markets,Microsoft Word,Bloomberg,Analysis,,,,,,,,,,
223,User Support - WebTrends; SharePoint; Dashboarding; Analytics,Power Pivot,SharePoint,VBA,Database Design,Data Analysis,Data Modeling,Business Intelligence,SQL,Visual Basic,VB.NET,,,,,,,,
224,Change Management,SharePoint,Testing,SDLC,E-commerce,Requirements Analysis,Project Management,Cross-functional Team Leadership,Management,,,,,,,,,,
225,Cloud Service Deployment,XML,Python,Web Services,Web services Operation,Git,Installer engineering,Xcode,Ruby,Client Server Technologies,Chef,,,,,,,,
226,Apache,PHP,Integration,Linux,Java,Shell Scripting,JavaScript,Tomcat,Web Applications,,,,,,,,,,
227,Virtualization,IaaS,Citrix,Product Marketing,Business Development,Citrix Metaframe,Enterprise Software,Cloud Computing,Xen,,,,,,,,,,
228,Data Mining,Statistical Modeling,COBOL,Machine Learning,R programming,DB2,Data Analysis,Requirements Analysis,SQL,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,
230,Data Science,Python,Machine Learning,Big Data,Data Warehousing,R,Business Intelligence,SQL,Statistics,,,,,,,,,,
231,Financial Modeling,GMAT,Competitive Analysis,Valuation,Financial Forecasting,Equity Research,Financial Analysis,Corporate Finance,Strategic Planning,Business Analysis,,,,,,,,,
232,Teaching,Business Statistics,SPC,JMP,Design of Experiments,Weibull Analysis,SAS Programming,Statistics,Process Control,,,,,,,,,,
233,Software Design,Testing,Agile Methodologies,Troubleshooting,C#,Software Development,SQL,Software Engineering,Cloud Computing,,,,,,,,,,
234,Test Design,Testing,Test Automation,Agile Methodologies,C#,Test Planning,Automation,Visual Studio,Test Cases,Databases,.NET,,,,,,,,
235,Wildlife Biology,Data Mining,Spatial Databases,Epidemiology,Geographic Information Science,Climate Change Impacts,Animal Behavior,Veterinary Medicine,Mathematical Modeling,,,,,,,,,,
236,KPI Reports,Data Science,Teamwork,Python,ArcGIS,Big Data,R,Public Speaking,Research,,,,,,,,,,
237,Testing,Python,C++,Integration,Linux,C#,Software Development,Software Engineering,Systems Engineering,,,,,,,,,,
238,Django,Node.js,Python,Microsoft SQL Server,Java,JavaScript,SQL,CSS,MySQL,,,,,,,,,,
239,Cognitive Science,Image Processing,Machine Learning,Artificial Intelligence,Pattern Recognition,Computer Vision,LaTeX,Computer Science,Cognitive vision,,,,,,,,,,
240,Product Management,GIS,Program Management,Strategy,Business Intelligence,SaaS,SOA,Enterprise Software,Cloud Computing,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,
242,Analytics,PPC,SEM,Marketing,Web Analytics,E-commerce,Market Research,Business Intelligence,Salesforce.com,Online Advertising,,,,,,,,,
243,XML,Web Services,Microsoft SQL Server,C#,ADO.NET,Software Development,ASP.NET,.NET,Scrum,,,,,,,,,,
244,Software Design,Test Automation,C++,Agile Methodologies,Unix,Mobile Applications,Software Development,Software Engineering,Debugging,,,,,,,,,,
245,Microsoft Excel,Microsoft Office,Mathematics Education,Curriculum Development,Program Management,Microsoft Word,Data Analysis,Project Management,Curriculum Design,Research,,,,,,,,,
246,Data Mining,Analytics,Statistics,Predictive Modeling,Vertica,Strategy,SQL,Tableau,Business Analysis,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,
248,Cloud Computing,Product Management,Streaming Media,Web Video,Mobile Devices,Digital Media,Software Development,Web Development,Scrum,,,,,,,,,,
249,Python,Strategic Financial Planning,Logistics,Team Leadership,R,Business Analytics,Marketing,Cross-functional Team Leadership,Google Analytics,,,,,,,,,,
250,Software Design,Oracle,Agile Methodologies,Databases,Java,UML,Software Development,SQL,Software Engineering,,,,,,,,,,
251,ASP.NET MVC,Web Services,Microsoft SQL Server,C#,OSIsoft PI,Software Development,ASP.NET,.NET,Scrum,,,,,,,,,,
252,Usability,Interaction Design,Agile Methodologies,Web Analytics,Information Architecture,Agile Project Management,User Experience,Product Development,Scrum,,,,,,,,,,
253,Python,Physics,Image Processing,Science,Scientific Computing,Data Analysis,Astrophysics,Mathematical Modeling,Statistics,,,,,,,,,,
254,Teamwork,Team Leadership,Microsoft Office,Matlab,Project Management,Programming,Windows,Research,English,,,,,,,,,,
255,Talent Management,Change Management,Microsoft Office,HRIS,Performance Management,Data Analysis,Project Management,SQL,Analysis,,,,,,,,,,
256,Data Analytics,Leadership,PowerPoint,Public Speaking,Data Analysis,Competitive Analysis,Pricing Strategy,RStudio,Tableau,,,,,,,,,,
257,Analytics,Leadership,Program Management,Strategy,Data Analysis,Project Management,Marketing Strategy,Financial Analysis,Financial Modeling,Management,,,,,,,,,
258,Banking,Derivatives,Investment Banking,Capital Markets,Hedge Funds,Business Analysis,,,,,,,,,,,,,
259,Product Management,Analytics,Omniture,Segmentation,Web Analytics,E-commerce,Business Intelligence,Strategy,Metrics,Online Advertising,Multi-channel Marketing,Management,,,,,,,
260,Economic Modeling,Regression Analysis,Microeconomics,Eviews,Crystal Ball,International Finance,Economic Research,Statistical Software,Game Theory,,,,,,,,,,
261,Product Management,Data Science,Web Development,Data Visualization,Valuation,User Experience,SQL,Product Development,Tableau,,,,,,,,,,
262,GMAT,Microsoft Office,Photoshop,R,Matlab,LaTeX,Bloomberg,Illustrator,CEIC,,,,,,,,,,
263,Strategic Thinking,Public Relations,Leadership,Social Networking,Business Development,Start-ups,Entrepreneurship,Social Media,Fundraising,,,,,,,,,,
264,Teamwork,JavaScript,Git,Public Speaking,Ruby,Creative Writing,CSS,HTML,Ruby on Rails,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,
266,Customer Insight,Data Mining,Analytics,SAS,Segmentation,Predictive Modeling,Predictive Analytics,Data Analysis,Customer Analysis,,,,,,,,,,
267,ETL,Python,Agile Methodologies,Linux,Business Intelligence,Database Design,SQL,Pentaho,MySQL,,,,,,,,,,
268,Business Planning,Python,Machine Learning,JavaScript,Entrepreneurship,Project Management,Product Development,Research,Financial Modeling,,,,,,,,,,
269,ETL,SharePoint,Solution Architecture,Data Warehousing,Business Intelligence,Architecture,Database Design,Consulting,Enterprise Architecture,Enterprise Software,,,,,,,,,
270,Data Management,Economics,Survey Research,SAS programming,Econometrics,Data Analysis,Program Evaluation,Analysis,Statistics,,,,,,,,,,
271,Data Science,Analytics,Machine Learning,Predictive Modeling,R,Matlab,Quantitative Analytics,Product Innovation,Risk Management,,,,,,,,,,
272,Product Management,Marketing Management,Marketing Strategy,Competitive Analysis,Product Development,Product Launch,Cross-functional Team Leadership,Consumer Products,Product Marketing,,,,,,,,,,
273,Software Design,C++,Testing,Web Services,Agile Methodologies,C#,Web Applications,Software Development,Software Design Patterns,SQL,Databases,,,,,,,,
274,Business Analysis,Banking,Information Analysis,COBOL,C++,Outsourcing,Data Warehousing,Application Architecture,PowerBuilder,Basel II,Requirements Analysis,PRINCE2,Business Requirements,,,,,,
275,Teaching,Python,C++,Option Pricing Models,Matlab,LaTeX,Monte Carlo Simulation,Mathematical Modeling,Research,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,
277,Software Project Management,Distributed Systems,Software Design,Security,Program Management,Microsoft Technologies,Software Development,Enterprise Software,Cloud Computing,,,,,,,,,,
278,Sports,Coaching,Oracle,Agile Methodologies,Hockey,Java,Spring,Public Speaking,Java Enterprise Edition,Ice Hockey,Social Media,,,,,,,,
279,Data Mining,Customer Segmentation,Text Mining,Machine Learning,R,Web Scraping,Time Series Analysis,Python language programming,Predictive modeling,,,,,,,,,,
280,Vendor Management,Testing,Agile Methodologies,Software Development Life Cycle (SDLC),Business Intelligence,Software Development,Cross-functional Team Leadership,Business Analysis,Scrum,,,,,,,,,,
281,Visual C#,Web Services,jQuery,Microsoft SQL Server,C#,MongoDB,Agile Methodologies,Software Development,SQL,WCF Services,Scrum,,,,,,,,
282,Product Management,Process Improvement,Program Management,Strategy,Information Technology,Strategic Partnerships,Cross-functional Team Leadership,Strategic Planning,Management,,,,,,,,,,
283,Software Project Management,Quantitative Research,Actuarial Science,Quantitative Models,IT Service Management,Program Management,Strategy,Business Intelligence,SaaS,Project Management,Software as a Service (SaaS),Quantitative Analytics,Cloud Computing,,,,,,
284,Data Science,Data Anlalytics,Java,Data Visualization,R,Software Development,SQL,Programming,Tableau,,,,,,,,,,
285,Telecommunications,Virtualization,Operating Systems,PL/SQL,Integration,Android,VAS,Software Development,Databases,,,,,,,,,,
286,Characterization,Modeling,Reservoir Simulation,Reservoir Management,Field Development,Reservoir Engineering,Matlab,Machine learning,Petroleum Engineering,,,,,,,,,,
287,Interaction Design,Usability,User Interface,User Interface Design,Graphic Design,User-centered Design,Information Architecture,User Experience,Scrum,,,,,,,,,,
288,Team Leadership,Integration,Leadership,Public Speaking,Start-ups,Entrepreneurship,Social Media,Strategic Planning,Management,,,,,,,,,,
289,Data Mining,Analytics,Physics,SAS,Data Integration,Business Intelligence,Data Analysis,SAS Programming,Applied Statistics,Programming,Statistics,,,,,,,,
290,Agile Methodologies,SAS,Visio,SDLC,Business Process Improvement,Business Intelligence,Requirements Analysis,Analysis,Business Analysis,Management,,,,,,,,,
291,REST,PHP,Subversion,JavaScript,Git,Web Applications,Software Development,Open Source,MySQL,,,,,,,,,,
292,ETL,Oracle,Microsoft SQL Server,Data Warehousing,Tableau 8.1,Business Intelligence,Lawson S3,Infor Landmark,Lawson Business Intelligence,,,,,,,,,,
293,Telecommunications,Software Project Management,Integration,Microsoft SQL Server,SDLC,Project Management,Software Development,Enterprise Software,MySQL,,,,,,,,,,
294,Cloud Computing,High Performance Computing (HPC),Parallel Programming,Machine Learning,Research Project Management,Research & Development,Scientific Computing,Project Management,Linux System Administration,,,,,,,,,,
295,Data Mining,Analytics,CRM,Databases,SAS,Data Analysis,Analysis,Financial Services,Business Analysis,Risk Management,,,,,,,,,
296,Policy Analysis,SAS programming,Data Visualization,Econometrics,R,Data Analysis,Research,Statistics,Business Insights,,,,,,,,,,
297,Geology,Data Mining,Data Science,Economic Geology,Mineralogy,R programming,Mineral Exploration,Mining,Geochemistry,,,,,,,,,,
298,Economics,Policy Analysis,SAS,Econometrics,R,Data Analysis,Analysis,Research,Statistics,,,,,,,,,,
299,Software Project Management,Vendor Management,Agile Methodologies,PMP,Requirements Gathering,SDLC,Requirements Analysis,Business Analysis,Resource Management,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,
301,Data Mining,Hadoop,Microsoft Office,Weka,R,Matlab,Data Analysis,Hive,MySQL,,,,,,,,,,
302,Customer Support,Linux,JavaScript,HTTP,Technical Support,Project Management,Software Development,HTML,MySQL,,,,,,,,,,
303,System Architecture,Telecommunications,Software Design,Product Management,Big Data,Mobile Devices,Software Development,VoIP,Cloud Computing,,,,,,,,,,
304,Product Management,Business Strategy,Mobile Devices,Business Development,Digital Media,Strategy,Product Development,Social Media,Management,,,,,,,,,,
305,Portfolio Management,Derivatives,Strategy,Bloomberg,Software Development,SQL,Equities,Asset Management,Financial Modeling,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,
307,Software Project Management,Distributed Systems,Software Design,Cloud Computing,Scalability,Agile Methodologies,Windows Azure,Agile Project Management,Software Development,Microsoft Exchange,Office 365,,,,,,,,
308,Business Analysis,Data Mining,Python,Applied Mathematics,Machine Learning,R,Data Analysis,Statistics,Analytical Skills,,,,,,,,,,
309,Software Project Management,Integration,Solution Architecture,Unix,SDLC,Requirements Analysis,Software Development,SOA,SQL Server,Business Analysis,,,,,,,,,
310,Solution Architecture,Big Data,Machine Learning,Windows Azure,Azure Data Lake,Architecture,Entrepreneurship,Enterprise Software,Cloud Computing,,,,,,,,,,
311,Data Mining,Analytics,Decision Analysis,R,Strategy,Market Research,Data Analysis,Research,Statistics,,,,,,,,,,
312,Software Quality Assurance,Test Automation,Testing,Agile Methodologies,C#,JavaScript,Test Planning,Software Development,Visual Studio,,,,,,,,,,
313,Solution Architecture,Microsoft SQL Server,SSRS,Data Warehousing,Business Intelligence,SQL,Enterprise Architecture,Enterprise Software,Software Engineering,Business Analysis,,,,,,,,,
314,C/C++,Technical Report Writing,VHDL,C++,CUDA,Microsoft Office,FPGA Design Tools,LaTeX,Matlab,Programming,Research,C,,,,,,,
315,,,,,,,,,,,,,,,,,,,
316,Data Mining,Python,C++,Agent-based Modeling,R,Data Modeling,Complexity Theory,Research,English,,,,,,,,,,
317,Data Science,Product Management,Analytics,Leadership,Mobile Applications,SaaS,Product Development,Enterprise Software,Cloud Computing,,,,,,,,,,
318,Virtualization,VMware,Big Data,Architecture,Cluster,SOA,Enterprise Architecture,Enterprise Software,Cloud Computing,,,,,,,,,,
319,Product Management,Analytics,Program Management,Strategy,Business Intelligence,Competitive Analysis,Enterprise Software,Cross-functional Team Leadership,Cloud Computing,,,,,,,,,,
320,Change Management,Forecasting,Project Planning,Business Strategy,Strategy,Business Process Improvement,Performance Management,Project Management,Management Consulting,,,,,,,,,,
321,Writing,Cloud Computing,Agile Methodologies,Program Management,Technical Writing,Agile Project Management,PMI,Content Management,Enterprise Software,Editing,Software Documentation,,,,,,,,
322,Teamwork,Microsoft Excel,Outlook,Microsoft Office,PowerPoint,Retail,Microsoft Word,Time Management,Customer Service,,,,,,,,,,
323,Genomics,Molecular Biology,Biochemistry,Life Sciences,Cocoa (touch) programming,Science,Bioinformatics,Ruby,Genetics,Entrepreneurship,User Experience,Management,,,,,,,
324,Policy,Leadership,Procurement Outsourcing,responsible gambling program design,Project Management,Program Evaluation,Research,Strategic Planning,Management,,,,,,,,,,
325,Software Project Management,Software Design,Agile,Testing,Agile Methodologies,Integration,UML,Certified Scrum Master CSM,Software Development,Software Engineering,Scrum,,,,,,,,
326,Portfolio Management,Python,Insurance,Pension Funds,Pensions,Employee Benefits,Actuarial Science,Product Development,Financial Risk,,,,,,,,,,
327,Mobile Robotics,Data Science,C++,Java,Machine Learning,Artificial Intelligence,Algorithms,Design Patterns,Software Development,,,,,,,,,,
328,Distributed Systems,Software Design,Agile Methodologies,C#,Windows Azure,.NET,Software Development,Agile Project Management,Software Engineering,Cloud Computing,Office 365,,,,,,,,
329,Software Project Management,Testing,Agile Methodologies,Web Services,C#,Windows Azure,SDLC,Software Development,Agile Project Management,.NET,Management,,,,,,,,
330,LMS,Machine Learning,Microsoft Azure,Data Warehousing,HRIT,Data Analysis,SQL,Databases,Tableau,,,,,,,,,,
331,Analytics,SAS,R,Optimization,Market Research,Data Analysis,Splunk,Hive,Tableau,,,,,,,,,,
332,Team Building,Data Science,Big Data Analytics,Team Leadership,Performance Attribution,Leadership,Machine Learning,Start-up Ventures,Business Analysis,,,,,,,,,,
333,Software Project Management,IT Strategy,Solution Architecture,Program Management,Requirements Analysis,Project Management,Enterprise Architecture,Renewable Energy Systems,Business Analysis,,,,,,,,,,
334,Software Project Management,Software Quality Assurance,Test Automation,Agile Methodologies,Windows Azure,Program Management,Requirements Analysis,Agile Project Management,Enterprise Software,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,
337,Software Project Management,Software Quality Assurance,Test Automation,Testing,Agile Methodologies,Microsoft SQL Server,SDLC,Agile Project Management,Scrum,,,,,,,,,,
338,Omniture,Python,Video,Mobile Devices,New Media,Digital Media,SQL,Hive,Research,,,,,,,,,,
339,Product Management,Agile Methodologies,Team Leadership,Big Data,Web Applications,Agile Project Management,Databases,Web Development,Scrum,,,,,,,,,,
340,Information Security Management,Database Security,Information Security,Security,Vulnerability Assessment,ArcSight,Information Technology,Penetration Testing,Application Security,Computer Security,Firewalls,,,,,,,,
341,Solution Architecture,PeopleSoft,SAP ERP,Microsoft SQL Server,BizTalk,Project Management,SOA,Enterprise Architecture,Supply Chain Management,ERP,Business Analysis,,,,,,,,
342,Telecommunications,Network Engineering,TCP/IP,Integration,Unix,CDMA,LTE,Wireless,VoIP,IP,,,,,,,,,
343,Software Project Management,Distributed Systems,XML,Agile Methodologies,C#,Software Development,Agile Project Management,Enterprise Software,Cloud Computing,,,,,,,,,,
344,Software Project Management,Distributed Systems,Software Engineering,Software Design,Agile Methodologies,Agile Project Management,Software Development,Enterprise Software,Databases,Scrum,,,,,,,,,
345,Teamwork,Business Development,Creativity,English,Entrepreneurship,Marketing,Analysis,Marketing Communications,Management,,,,,,,,,,
346,Distributed Systems,Web Development,C#,Microsoft SQL Server,Windows Azure,Software Development,SOA,ASP.NET,.NET,,,,,,,,,,
347,Java,Unix,SDLC,Program Management,Requirements Analysis,SOA,Software Development,Enterprise Architecture,Databases,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,
349,Software Project Management,Data Science,Big Data Analytics,Oracle,Agile Methodologies,Machine Learning,Java Enterprise Edition,SOA,Software Engineering,,,,,,,,,,
350,ASP.NET MVC,Python,jQuery,AngularJS,C#,JavaScript,Software Development,ASP.NET,.NET,,,,,,,,,,
351,Product Management,Agile Methodologies,Mobile Applications,Android,Start-ups,Program Management,Entrepreneurship,Software Development,Product Development,Software Engineering,Scrum,,,,,,,,
352,Writing,Grant Writing,French,Social Media,Spanish,International Relations,Editing,Research,International Development,,,,,,,,,,
353,Social Media,Journalism,Digital Media,Copywriting,Content Management,Feature Articles,Online Journalism,Copy Editing,Editing,,,,,,,,,,
354,ETL,PL/SQL,Visio,Data Warehousing,SDLC,SQL,Informatica,Business Requirements,Systems Analysis,,,,,,,,,,
355,Virtualization,Storage,NetApp,Data Center,Storage Area Networks,Technical Support,SAN,NAS,Network Administration,,,,,,,,,,
356,Online Marketing,Mobile Devices,Digital Media,Public Speaking,Business Intelligence,Data Analysis,Research,Analytical Skills,,,,,,,,,,,
357,Demand Generation,Product Management,Go-to-market Strategy,CRM,Relationship Marketing,Segmentation,Marketing ROI,Strategy,Enterprise Software,Strategic Partnerships,Product Marketing,,,,,,,,
358,Data Mining,Data Science,Machine Learning,Microsoft Azure,SPSS Modeler,R,Data Analysis,Knime,Data Engineering,,,,,,,,,,
359,Data Mining,Statistical Modeling,SAS,Matlab,Data Analysis,Numerical Simulation,Monte Carlo Simulation,Simulations,Statistics,,,,,,,,,,
360,Environmental Policy,Environmental Science,Statistics,Science,Environmental Awareness,Data Analysis,Natural Resource Management,Research,Community Outreach,,,,,,,,,,
361,Nonprofits,PHP,Windows Server,Photography,International Development,Project Management,Network Administration,Databases,Web Development,,,,,,,,,,
362,Change Management,Project Planning,Tax Law,Government,Business Strategy,Project Management,Analysis,Management Consulting,Analytical Skills,,,,,,,,,,
363,Portfolio Management,Institutional Investments,Thought Leadership,Investment Strategies,Investments,Asset Allocation,Investment Theory,Asset Management,Financial Modeling,,,,,,,,,,
364,SharePoint,Microsoft SQL Server,Business Strategy,Business Intelligence,Enterprise Resource Planning (ERP),Visual Basic,ERP,.NET,Management,,,,,,,,,,
365,Software Project Management,Agile Methodologies,Microsoft SQL Server,C#,Requirements Analysis,Enterprise Software,ASP.NET,Databases,.NET,,,,,,,,,,
366,Software Design,Test Automation,Testing,Agile Methodologies,C#,Visual Studio,Software Engineering,.NET,WPF,,,,,,,,,,
367,Minitab,Process Engineering,Design of Experiments,Six Sigma,Manufacturing,Product Development,Chemical Engineering,Engineering,FMEA,,,,,,,,,,
368,Leadership Development,SharePoint,Team Leadership,Microsoft Office,Leadership,Program Management,Business Intelligence,Data Analysis,Project Management,Management,,,,,,,,,
369,Demand Generation,Analytics,CRM,Marketing Automation,Salesforce.com,SaaS,Lead Generation,Enterprise Software,Email Marketing,,,,,,,,,,
370,Thin Films,Characterization,Optics,Optical Microscopy,Physics,Materials,Spectroscopy,Matlab,Electron Microscopy,,,,,,,,,,
371,Software Project Management,Agile Methodologies,Microsoft SQL Server,SDLC,Program Management,Requirements Analysis,Solution Delivery,Product Development,Scrum,,,,,,,,,,
372,Software Project Management,Testing,Agile Methodologies,Data Warehousing,SDLC,Program Management,Business Intelligence,Global Delivery,ERP,Management,,,,,,,,,
373,Telecommunications,Data Mining,Analytics,Teradata,Team Management,Oracle,Business Intelligence,Databases,Business Analysis,,,,,,,,,,
374,Change Management,Service Delivery,PowerPivot,SSRS,Release Management,Business Intelligence,DAX,Tableau,Business Analysis,,,,,,,,,,
375,Software Project Management,Agile Methodologies,Program Delivery Management,Leadership,SDLC,Program Management,Program Planning,Requirements Analysis,Solution Delivery,Software Development,Project Management,Management,,,,,,,
376,SharePoint,T-SQL,Microsoft SQL Server,SSRS,SSIS,Microsoft Technologies,Performance Tuning,SQL,Databases,,,,,,,,,,
377,Language Teaching,Nederlands,JavaScript,Teaching English as a Second Language,Lesgeven,CSS,HTML,Research,English,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,
379,Software Project Management,Vendor Management,Team Management,Agile Methodologies,Solution Architecture,Data Warehousing,Requirements Analysis,Project Management,Pre-sales,Business Analysis,Management,,,,,,,,
380,Software Project Management,Analytics,Agile Methodologies,Data Warehousing,Requirements Gathering,SDLC,Project Management,Business Analysis,Management,,,,,,,,,,
381,Visual C++,,,,,,,,,,,,,,,,,,
382,ETL,CRM,Microstrategy,Data Warehousing,E-commerce,Business Intelligence,Data Modeling,SQL,Business Analysis,,,,,,,,,,
383,jQuery,AngularJS,JavaScript,Tomcat,Spring,R,Java Enterprise Edition,JSP,Ansible,,,,,,,,,,
384,Business Analysis,Account Management,Analytics,Team Leadership,Business Strategy,Business Development,Business Intelligence,Financial Analysis,Financial Modeling,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,
386,Data Science,Numerical Analysis,Machine Learning,Swell Guy,Time Series Analysis,Matlab,Numerical Simulation,Signal Processing,Data Engineering,,,,,,,,,,
387,C++,Integration,C#,Java,Data Analysis,Software Development,Visual Studio,SQL,Software Engineering,Software Development Methodologies,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,
389,Microsoft Excel,Microsoft Office,Leadership,VBA,Energy,Data Analysis,Project Management,Analysis,Engineering,,,,,,,,,,
390,Teaching,Communication,Grant Writing,Paleoecology,Scientific Writing,Conservation Biology,Stable Isotope Analysis,Wildlife,Paleontology,Ecology,Academic Writing,,,,,,,,
391,Telecommunications,Mobile Commerce,Mobile Content,Team Management,Mobile Payments,Mobile Devices,Project Management,VAS,IVR,,,,,,,,,,
392,Software Project Management,Distributed Systems,Architectures,Agile Methodologies,Integration,Architecture,Software Development,Enterprise Architecture,Cloud Computing,,,,,,,,,,
393,Product Management,Leadership,Business Development,Strategy,Start-ups,SaaS,Entrepreneurship,Enterprise Software,Strategic Partnerships,Alliances,Product Marketing,,,,,,,,
394,Team Leadership,Leadership,Sales,Business Development,Public Speaking,Strategy,Start-ups,Entrepreneurship,Team-oriented,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,
396,Software Project Management,Vendor Management,Process Engineering,Patents,Program Management,Business Intelligence,Statistical Data Analysis,Patent Analysis,Business Analysis,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,
398,Python,Microsoft SQL Server,SSRS,Machine Learning,Windows Azure,SSIS,R,Tableau,SSAS 2008,,,,,,,,,,
399,Electrical Engineering,Data Science,Python,3D Printing,Machine Learning,Predictive Analytics,R,Matlab,COMSOL,,,,,,,,,,
400,Python,sql,Agile Methodologies,C#,Java,Sentiment Analysis,python,Web Applications,Software Development,SQL,Ruby on Rails,,,,,,,,
401,Software Project Management,IT Operations Management,DevOps,Windows Azure,IT Service Management,SDLC,SQL Azure,SQL,Management,,,,,,,,,,
402,Teamwork,C++,Mathematics,Problem Solving,R,Statistics,C,,,,,,,,,,,,
403,Software Project Management,IT Strategy,Agile Methodologies,Microsoft Dynamics,Program Management,Agile Project Management,Software Development,Axapta,Enterprise Software,Cloud Computing,,,,,,,,,
404,Natural Language Processing,Software Design,Big Data Analytics,Agile Methodologies,C#,Machine Learning,Software Development,SOA,Cloud Computing,,,,,,,,,,
405,Oracle,Agile Methodologies,PL/SQL,Unix,Shell Scripting,Data Warehousing,Requirements Analysis,SQL,Informatica,,,,,,,,,,
406,React.js,JavaScript,Git,Ruby,SQL,CSS,Elm,HTML,Editing,,,,,,,,,,
407,Visual C#,XML,ESB,Enterprise Application Integration,BizTalk,Business Process Design,EAI,B2B Integration,SOA,SQL,Microsoft BizTalk Server,XSLT,,,,,,,
408,SPSS,Analytics,Microsoft Excel,Microsoft Office,Market Research,Microsoft Word,Data Analysis,Competitive Analysis,Marketing,,,,,,,,,,
409,Organizational Leadership,Analytics,Organizational Development,Forecasting,Public Speaking,Project Management,Higher Education,Staff Development,Consulting,,,,,,,,,,
410,IT Strategy,Amazon Web Services (AWS),Integration,Retail,Information Technology,IT Management,Enterprise Architecture,Cloud Computing,Management,,,,,,,,,,
411,EJB,Weblogic,Web Services,Solution Architecture,Integration,Agile Methodologies,Java,Spring,J2EE Architecture,Java Enterprise Edition,SQL,Struts,,,,,,,
412,PeopleSoft,Requirements Gathering,Human Resources,HRIS,Cross Functional Relationships,Data Analysis,Visual Storytelling,Project Management,Business Analysis,,,,,,,,,,
413,XML,Oracle,PL/SQL,Web Services,Unix,SDLC,Software Development,SOA,SQL,,,,,,,,,,
414,Python,.NET Core,Linux,C#,JavaScript,Elixir,Git,F#,Penetration Testing,,,,,,,,,,
415,Testing,Agile Methodologies,Integration,Microsoft SQL Server,Visio,Business Intelligence,SQL,Databases,Business Analysis,,,,,,,,,,
416,Business Process Re-engineering,CRM,Big Data Analytics,Solution Architecture,Business Intelligence,Requirements Analysis,Consulting,IELTS,Business Analysis,Management,,,,,,,,,
417,Software Project Management,Account Management,Quality Assurance,Service Management,Outsourcing,Leadership,Business Development,Program Management,Business Process Improvement,Project Management,Cloud Computing,,,,,,,,
418,Teaching,Instructional Technology,Classroom,Mathematics,Web Development,Statistics,Software Development,Higher Education,Visual Basic,Academic Advising,,,,,,,,,
419,Team Management,Vendor Management,Team Leadership,Project Planning,Microsoft Office,Business Intelligence,Project Management,Business Analysis,Management,,,,,,,,,,
420,Agile Application Development,Web Services API,Data Visualization,Machine Learning,Amazon S3,Data Monitoring,SQL,Metric Insight,Tableau,,,,,,,,,,
421,Software Project Management,Vendor Management,Business Process,Project Planning,Process Improvement,Leadership,Program Management,Strategy,Cross-functional Team Leadership,Cloud Computing,,,,,,,,,
422,3D visualization,Unity3D,Game Development,C++,Java,Software Development Management,3D graphics,Software Development,OpenGL,Software Engineering,,,,,,,,,
423,Distributed Systems,Virtualization,Powershell,Scalability,Data Center,Microsoft Technologies,Architecture,Software Development,Cloud Computing,,,,,,,,,,
424,Data Mining,Analytics,Integration,SAS,SAS programming,Data Warehousing,R,Business Intelligence,Data Migration,,,,,,,,,,
425,Statistische Modellierung,Microsoft Excel,Ökonometrie,Microsoft Office,Datenanalyse,Statistik,R,Algorithmen,Matlab,,,,,,,,,,
426,Process Simulation,Process Optimization,Process Engineering,Integration,Energy,R&D,Chemistry,Chemical Engineering,Engineering,,,,,,,,,,
427,Strategic Consulting,Strategic Planning,Corporate Development,Business Strategy,Valuation,Strategy,Analysis,Management Consulting,Management,,,,,,,,,,
428,Analytics,Consumer Insight,Strategy,Market Research,Social Media Marketing,Marketing Strategy,Digital Marketing,Research,Social Media Measurement,,,,,,,,,,
429,Data Science,Analytics,Microsoft Excel,Hadoop,Python,Economics,R,Data Analysis,SQL,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,
431,ETL,Data Mining,SSRS,Data Warehousing,SSIS,Business Intelligence,Business Objects,SQL,Scrum,,,,,,,,,,
