s,1,2,3,4,5,6,7
1,Private Equity; M&A; and Venture Capital Investments,Data Science Dojo Alumni
2,Data Science Dojo Alumni,ITIL & ISO20000 Service Management + ITSM Subgroups,Text Analytics
3,Biostatistics,Harvard Business Review
4
5
6,Data Science Dojo Alumni
7,Business Analytics; Big Data; and Artificial Intelligence
8,Big Data and Analytics,Data Science Dojo Alumni,Data Mining; Statistics; Big Data; Data Visualization; and Data Science,Disney Data & Analytics Conference
9,Adobe Digital Marketing Europe,Data Science Dojo Alumni
10,MACH IT @ Microsoft,Data Science Dojo Alumni
11,Seattle Entrepreneurship Club,Distributed Systems Developers
12,Data Science Dojo Alumni,Hadoop Users,Big Data Analytics and Hadoop
13,Fashion Editors,Managed Cloud Services,Footwear StartUps
14,Harvard Business Review
15,AMERICAN UNIVERSITY IN BULGARIA,IT Compliance and Security,DevOps Professionals,Data Science Dojo Alumni
16
17,Harvard Business Review
18,Digital Analytics Association,Tableau Software Fans and Friends
19,Systems Biology,Data Science Dojo Alumni
20,The R Project for Statistical Computing,Caravel Data Visualization,Innovative Medicines Initiative
21,Data Science Dojo Alumni,McGill Faculty of Engineering
22,Big Data | Analytics | Strategy | Finance | Innovation,Data Science Dojo Alumni,Iasa: The Global IT Architect Association
23,Web Analytics Professionals
24,Under30CEO Members,Start-Up Phase Forum,The Grasshopper Entrepreneur Network
25,Data Science Dojo Alumni,NUCES (BCCI - FAST ICS) National University of Computer and Emerging Sciences (www.nuces.com)
26
27,Hispanotech.ca
28
29,American Public Health Association (APHA)
30,Dutch Marketing Professionals,Hanzehogeschool Marketing & Management
31,Green Jobs & Career Network
32,PMO Experienced (Practicing Project and Program Managers)
33
34,Microsoft Business Intelligence,Microsoft - Current and Former Employees
35
36,Data Science Dojo Alumni
37,SSRS/ SSIS/ SSAS Group,Microsoft SQL Server,SQLSERVER User Group,MADdotNET - Madison; Wisconsin .NET User Group
38,PhD Consulting Club at UC Berkeley,Data Science Dojo Alumni,Algorithmic Traders Association: CTA & Quant Funds System Trading | Stocks; Futures; Forex; Options
39
40
41,Data Science Dojo Alumni
42,\,Social Media for Nonprofit Organizations,Location Intelligence and Analytics,QGIS
43,Data Science Dojo Alumni,Microsoft Exchange Experts
44,Singapore Careers / Jobs Listing - Asia Job Seekers and Recruiters,Wearable Technology Professionals Network
45,Data Science Dojo Alumni,Test automation
46,Early-career scientist network,Australia21
47,Associació i Col·legi Oficial d'Enginyers de Telecomunicació de Catalunya,Analytics; Big Data and Data Science Jobs
